1,8644
1,8673
0,10273
1,8052
1,8698
1,10130
1,6874
1,8878
1,9702
1,9190
1,9047
1,8038
1,8327
0,10061
1,9550
1,7509
1,8969
1,9201
0,9753
1,8910
1,7515
1,9380
1,10058
1,7063
0,9836
1,7264
1,8236
0,10751
1,9044
1,7246
1,7541
0,10633
0,9346
1,7182
1,8645
1,8700
1,8940
0,8533
1,8286
1,8939
1,8566
1,9283
1,9133
1,8804
0,9489
1,9139
0,10227
0,9919
1,9272
0,9624
1,7838
1,9239
0,10182
1,6774
0,9699
0,10164
0,9387
1,7981
1,8341
1,7738
1,7799
1,7639
0,11002
1,8866
0,9542
1,6440
0,9220
0,10824
0,9973
1,8876
0,10217
1,7951
1,8483
1,8901
0,9746
1,9593
1,8307
1,6667
0,10652
1,9787
1,9323
1,8956
1,8431
0,7777
1,9189
1,7689
1,7941
1,9175
1,8844
1,9393
1,8549
1,7788
1,7153
0,9323
1,7881
1,8718
0,9770
0,9467
0,8689
1,8024
1,8220
0,10244
1,6335
1,7255
1,9222
0,9917
0,10420
1,6561
1,9049
0,9120
0,9358
1,8632
1,6115
0,9810
0,10903
1,8313
1,9451
1,8459
1,8778
0,10452
0,8612
1,8427
0,9224
1,8129
1,6265
1,7369
1,8141
1,9650
1,9519
1,8771
1,8099
0,8899
0,11070
0,9089
1,8178
1,10049
1,7152
1,8692
0,10092
1,8216
1,6735
1,10567
0,11247
1,7137
1,9306
1,7557
0,8931
1,10541
1,8982
0,9253
1,10434
0,10049
0,9580
1,8227
0,9639
0,10463
1,7323
1,6860
1,8191
0,10030
1,6984
1,9962
1,7854
1,5507
1,6985
0,9202
1,9096
0,9447
1,8012
0,8887
1,7986
0,9297
0,9411
1,9411
0,10031
1,10354
0,10122
0,9917
1,9585
1,6188
1,7611
1,7368
1,7468
1,10040
0,9510
0,9835
0,9839
0,9224
1,8491
1,9806
0,9263
0,9331
0,10382
1,7445
1,9353
1,8394
1,8690
1,8600
1,7357
1,6895
0,9990
1,8130
1,8252
0,9838
1,7921
0,8609
1,8999
0,7249
0,10522
1,7099
1,9369
1,9202
0,8731
1,6020
1,8913
0,10203
1,8660
1,7728
0,11014
0,11090
1,10330
1,8396
0,9664
1,9276
0,9728
1,8846
1,8430
1,7093
0,8599
1,7660
0,9549
1,7657
0,10179
0,8886
0,11388
0,8649
0,10137
0,9888
1,8462
0,9954
0,9242
0,8957
0,9596
0,9099
0,10011
0,8621
0,10224
0,9946
0,10166
1,8653
1,8883
1,7492
1,9774
1,8106
1,10461
0,10159
0,10876
0,9348
1,9579
0,8449
1,7528
0,9203
0,9795
0,9413
1,7987
1,7432
0,8087
1,7947
0,9736
0,9949
1,9655
0,9272
0,8401
1,9811
0,6483
0,8491
1,10824
0,9773
1,8899
0,10698
1,7818
1,7440
0,8878
1,9894
0,8324
1,8734
1,7907
1,8365
1,7771
0,8786
0,8867
1,6247
0,9087
0,8142
0,9668
0,10524
1,8881
1,9436
1,8134
0,8972
0,2344
0,6456
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
0,1000
