,game_result,game_score,win_rate
0,1,7698,78.57142857142857
1,0,8661,78.57142857142857
2,1,10552,85.71428571428571
3,1,8042,85.71428571428571
4,1,7747,85.71428571428571
5,1,8741,85.71428571428571
6,1,6753,85.71428571428571
7,0,10424,85.71428571428571
8,1,8181,92.85714285714286
9,1,7624,92.85714285714286
10,1,7857,85.71428571428571
11,1,7054,85.71428571428571
12,0,11338,85.71428571428571
13,1,7337,92.85714285714286
14,1,7688,92.85714285714286
15,1,6795,92.85714285714286
16,1,7235,92.85714285714286
17,1,9241,92.85714285714286
18,1,10711,85.71428571428571
19,1,9232,85.71428571428571
20,1,8503,85.71428571428571
21,1,8139,85.71428571428571
22,1,6282,85.71428571428571
23,0,10441,85.71428571428571
24,1,7198,85.71428571428571
25,1,7016,85.71428571428571
26,1,7630,85.71428571428571
27,1,5735,85.71428571428571
28,1,5832,85.71428571428571
29,1,9145,85.71428571428571
30,1,7016,78.57142857142857
31,0,10110,78.57142857142857
32,1,9786,85.71428571428571
33,1,9322,85.71428571428571
34,1,10631,85.71428571428571
35,1,8686,85.71428571428571
36,1,8244,85.71428571428571
37,0,11218,85.71428571428571
38,1,10632,92.85714285714286
39,1,8961,92.85714285714286
40,1,7980,92.85714285714286
41,1,7255,92.85714285714286
42,1,7180,92.85714285714286
43,0,11024,92.85714285714286
44,1,8508,100.0
45,1,8669,100.0
46,1,6616,100.0
47,1,8541,92.85714285714286
48,1,9608,92.85714285714286
49,1,8535,92.85714285714286
50,1,5836,92.85714285714286
51,1,8380,92.85714285714286
52,1,11148,85.71428571428571
53,1,6513,85.71428571428571
54,1,6184,85.71428571428571
55,1,7261,85.71428571428571
56,1,7552,85.71428571428571
57,1,10323,85.71428571428571
58,1,7131,85.71428571428571
59,1,8930,85.71428571428571
60,0,10808,85.71428571428571
61,1,9629,92.85714285714286
62,1,9002,85.71428571428571
63,1,7511,85.71428571428571
64,1,6939,85.71428571428571
65,0,9011,78.57142857142857
66,1,10213,85.71428571428571
67,1,8361,85.71428571428571
68,1,6544,85.71428571428571
69,1,9052,85.71428571428571
70,1,7002,85.71428571428571
71,1,7427,85.71428571428571
72,1,9393,78.57142857142857
73,1,8754,71.42857142857143
74,1,9209,71.42857142857143
75,0,8944,71.42857142857143
76,1,7253,71.42857142857143
77,1,9908,71.42857142857143
78,0,10869,71.42857142857143
79,1,6238,78.57142857142857
80,1,7759,78.57142857142857
81,1,9274,78.57142857142857
82,1,7297,78.57142857142857
83,1,8556,78.57142857142857
84,1,7172,78.57142857142857
85,0,10515,78.57142857142857
86,0,9749,85.71428571428571
87,1,9103,92.85714285714286
88,1,8738,92.85714285714286
89,0,9671,92.85714285714286
90,1,7480,100.0
91,1,7037,100.0
92,1,8993,100.0
93,1,8327,92.85714285714286
94,1,10721,92.85714285714286
95,1,10370,92.85714285714286
96,1,6511,92.85714285714286
97,1,9837,92.85714285714286
98,1,9892,92.85714285714286
99,1,9636,92.85714285714286
100,1,7859,92.85714285714286
101,1,8537,92.85714285714286
102,1,7167,92.85714285714286
103,1,8741,92.85714285714286
104,1,8810,92.85714285714286
105,1,8566,92.85714285714286
106,0,10747,92.85714285714286
107,1,8729,100.0
108,1,4275,100.0
109,1,8133,100.0
110,1,8910,100.0
111,1,8079,100.0
112,1,8237,100.0
113,1,9610,100.0
114,1,7802,100.0
115,1,6414,100.0
116,1,9439,100.0
117,1,8693,100.0
118,1,9576,100.0
119,1,8472,100.0
120,1,8961,92.85714285714286
121,1,10265,85.71428571428571
122,1,7871,85.71428571428571
123,1,8526,85.71428571428571
124,1,7321,85.71428571428571
125,1,9104,85.71428571428571
126,1,9588,78.57142857142857
127,1,8864,71.42857142857143
128,1,10197,71.42857142857143
129,1,10694,71.42857142857143
130,1,6834,71.42857142857143
131,1,10191,71.42857142857143
132,1,9408,71.42857142857143
133,0,9406,71.42857142857143
134,0,10250,78.57142857142857
135,1,9349,78.57142857142857
136,1,7050,78.57142857142857
137,1,8027,78.57142857142857
138,1,9804,78.57142857142857
139,0,10476,78.57142857142857
140,0,10814,85.71428571428571
141,1,9520,92.85714285714286
142,1,8901,92.85714285714286
143,1,8366,92.85714285714286
144,1,8829,92.85714285714286
145,1,8090,92.85714285714286
146,1,9184,92.85714285714286
147,1,10444,92.85714285714286
148,0,11265,92.85714285714286
149,1,7187,100.0
150,1,7728,100.0
151,1,10660,100.0
152,1,9601,100.0
153,1,9287,100.0
154,1,9512,100.0
155,1,6673,92.85714285714286
156,1,8534,92.85714285714286
157,1,10176,92.85714285714286
158,1,7094,85.71428571428571
159,1,7806,78.57142857142857
160,1,6408,78.57142857142857
161,1,9445,78.57142857142857
162,1,9336,78.57142857142857
163,1,8475,78.57142857142857
164,1,8729,71.42857142857143
165,1,8852,71.42857142857143
166,1,7885,71.42857142857143
167,1,8363,71.42857142857143
168,0,9662,71.42857142857143
169,1,9278,78.57142857142857
170,1,8397,78.57142857142857
171,0,9360,78.57142857142857
172,0,10239,85.71428571428571
173,1,8213,85.71428571428571
174,1,8472,85.71428571428571
175,1,8283,85.71428571428571
176,1,11204,85.71428571428571
177,0,10775,85.71428571428571
178,1,7255,85.71428571428571
179,1,7013,85.71428571428571
180,1,7030,85.71428571428571
181,1,8497,85.71428571428571
182,1,7247,85.71428571428571
183,1,8310,78.57142857142857
184,1,8741,78.57142857142857
185,1,8871,78.57142857142857
186,0,9489,78.57142857142857
187,1,10166,85.71428571428571
188,1,9337,85.71428571428571
189,1,6940,78.57142857142857
190,1,7581,78.57142857142857
191,0,9238,78.57142857142857
192,1,8690,78.57142857142857
193,1,7891,78.57142857142857
194,1,8006,78.57142857142857
195,1,9819,71.42857142857143
196,0,9816,71.42857142857143
197,1,7295,78.57142857142857
198,1,9213,71.42857142857143
199,1,8416,71.42857142857143
200,1,9953,71.42857142857143
201,1,7118,64.28571428571429
202,0,8596,64.28571428571429
203,1,6767,71.42857142857143
204,1,7603,71.42857142857143
205,0,9965,64.28571428571429
206,1,9501,71.42857142857143
207,1,7056,71.42857142857143
208,0,10094,71.42857142857143
209,1,6675,78.57142857142857
210,1,10480,78.57142857142857
211,0,9588,71.42857142857143
212,1,7927,71.42857142857143
213,1,7097,71.42857142857143
214,0,10729,71.42857142857143
215,1,8712,78.57142857142857
216,1,6544,71.42857142857143
217,1,8594,71.42857142857143
218,0,9370,64.28571428571429
219,1,7541,71.42857142857143
220,1,7210,71.42857142857143
221,1,9207,71.42857142857143
222,1,10428,71.42857142857143
223,1,9043,71.42857142857143
224,0,10864,71.42857142857143
225,0,8962,78.57142857142857
226,1,9588,78.57142857142857
227,1,7577,78.57142857142857
228,1,9877,78.57142857142857
229,0,9883,78.57142857142857
230,1,7453,85.71428571428571
231,0,9257,85.71428571428571
232,1,9036,92.85714285714286
233,1,7664,85.71428571428571
234,1,8179,78.57142857142857
235,1,10071,78.57142857142857
236,1,8581,78.57142857142857
237,1,9588,78.57142857142857
238,1,7807,78.57142857142857
239,0,8640,78.57142857142857
240,1,7534,78.57142857142857
241,1,9065,78.57142857142857
242,1,5605,78.57142857142857
243,1,10069,71.42857142857143
244,1,7574,71.42857142857143
245,1,7081,71.42857142857143
246,0,8438,71.42857142857143
247,0,10416,71.42857142857143
248,1,6711,78.57142857142857
249,1,7737,71.42857142857143
250,1,4803,71.42857142857143
251,1,6572,71.42857142857143
252,1,6911,71.42857142857143
253,0,10371,71.42857142857143
254,1,9886,71.42857142857143
255,1,6012,71.42857142857143
256,0,9961,71.42857142857143
257,1,6580,78.57142857142857
258,1,8333,78.57142857142857
259,1,6679,71.42857142857143
260,0,8927,64.28571428571429
261,1,6351,71.42857142857143
262,0,10802,71.42857142857143
263,1,9357,71.42857142857143
264,1,8703,64.28571428571429
265,1,5050,64.28571428571429
266,1,7146,64.28571428571429
267,0,10415,64.28571428571429
268,1,9529,71.42857142857143
269,1,10888,71.42857142857143
270,1,9674,71.42857142857143
271,1,7409,71.42857142857143
272,0,10582,71.42857142857143
273,0,8691,78.57142857142857
274,1,8016,78.57142857142857
275,1,7621,71.42857142857143
276,0,11047,71.42857142857143
277,0,10746,71.42857142857143
278,1,7592,78.57142857142857
279,1,6237,71.42857142857143
280,1,5958,71.42857142857143
281,1,9491,64.28571428571429
282,1,6601,64.28571428571429
283,1,6195,57.14285714285714
284,1,9254,57.14285714285714
285,1,8576,57.14285714285714
286,1,9495,50.0
287,0,9852,50.0
288,0,8415,57.14285714285714
289,1,10092,64.28571428571429
290,0,9213,64.28571428571429
291,1,5175,71.42857142857143
292,0,10287,71.42857142857143
293,1,9030,78.57142857142857
294,0,9661,78.57142857142857
295,1,9230,85.71428571428571
296,0,9505,85.71428571428571
297,1,7723,92.85714285714286
298,1,7894,92.85714285714286
299,0,9857,92.85714285714286
